,year,price
6822,2019,34039
6823,2019,33789
6824,2016,19599
6825,2017,17049
6826,2019,31999
6827,2019,25699
6828,2019,25699
6829,2018,22499
6830,2019,44499
6831,2017,14999
6832,2019,29999
6833,2016,14499
6834,2019,22199
6835,2014,11699
6836,2015,16199
6837,2016,14799
6838,2018,26399
6839,2017,23899
6840,2017,21099
6841,2017,34849
6842,2017,21399
6843,2017,15699
6844,2016,15499
6845,2019,23199
6846,2019,24449
6847,2019,24349
6848,2019,28899
6849,2019,24249
6850,2019,22299
6851,2019,25899
6852,2019,26099
6853,2018,29499
6854,2019,34499
6855,2019,30249
6856,2019,30299
6857,2019,46549
6858,2019,23099
6859,2019,32049
6860,2019,21449
6861,2019,19899
6862,2019,19599
6863,2019,24449
6864,2019,38899
6865,2019,22199
6866,2019,36749
6867,2016,30389
6868,2019,22299
6869,2019,22499
6870,2017,20899
6871,2019,23199
6872,2019,29799
6873,2018,34199
6874,2019,25499
6875,2019,20999
6876,2018,18449
6877,2018,17299
6878,2015,14899
6879,2017,22499
6880,2019,32199
6881,2019,38899
6882,2019,29699
6883,2019,25599
6884,2017,19999
6885,2018,23899
6886,2019,28999
6887,2019,28999
6888,2019,28799
6889,2019,26199
6890,2020,28319
6891,2017,27699
6892,2015,23549
6893,2016,20699
6894,2019,25749
6895,2019,26299
6896,2019,25949
6897,2019,26449
6898,2019,24349
6899,2019,31649
6900,2016,20199
6901,2016,20049
6902,2016,17999
6903,2019,25249
6904,2019,31999
6905,2019,21399
6906,2019,23799
6907,2019,44999
6908,2019,44599
6909,2019,24999
6910,2015,16999
6911,2019,30199
6912,2019,23699
6913,2017,22399
6914,2017,20699
6915,2017,23999
6916,2019,49199
6917,2019,26599
6918,2019,25399
6919,2019,31199
6920,2019,53199
6921,2019,34799
6922,2019,26049
6923,2019,26349
6924,2019,37299
6925,2019,28799
6926,2017,21599
6927,2017,18999
6928,2017,20699
6929,2017,22499
6930,2019,26499
6931,2019,24399
6932,2019,28299
6933,2019,20299
6934,2019,22899
6935,2019,29999
6936,2020,44500
6937,2020,34500
6938,2020,34500
6939,2020,44500
6940,2020,31000
6941,2020,30500
6942,2020,30500
6943,2020,27300
6944,2019,24000
6945,2019,46250
6946,2017,18099
6947,2017,30199
6948,2017,22299
6949,2019,21999
6950,2019,26599
6951,2019,26799
6952,2019,31499
6953,2019,38099
6954,2019,35349
6955,2018,22299
6956,2019,25999
6957,2019,22199
6958,2019,25499
6959,2019,24799
6960,2019,20849
6961,2018,18749
6962,2017,20849
6963,2018,28389
6964,2018,22849
6965,2019,20249
6966,2020,26500
6967,2018,35000
6968,2017,20000
6969,2016,19113
6971,2020,34500
6972,2020,34500
6973,2020,30500
6974,2020,44500
6975,2020,26000
6976,2020,25500
6977,2019,39700
6978,2019,36000
6979,2016,27000
6980,2019,62500
6981,2020,26000
6982,2019,32148
6983,2019,27770
6984,2019,34800
6985,2019,51500
6986,2019,35159
6987,2015,17499
6988,2016,17399
6989,2017,22000
6990,2019,33680
6991,2019,24500
6992,2017,20600
6993,2019,32000
6994,2013,9500
6995,2018,45200
6996,2019,30879
6997,2018,23800
6998,2019,34950
6999,2015,20999
7000,2017,43949
7001,2016,12149
7002,2019,23199
7003,2017,20789
7004,2016,16799
7005,2018,13449
7006,2019,38500
7007,2016,27500
7008,2017,20500
7009,2019,28500
7010,2019,23500
7011,2019,25400
7012,2019,28150
7013,2019,26895
7014,2019,24500
7015,2019,24649
7016,2019,25549
7017,2019,23849
7018,2019,19749
7019,2019,19849
7020,2019,26249
7021,2019,26249
7022,2019,29199
7023,2019,25199
7024,2019,20200
7025,2018,19000
7026,2018,25000
7027,2019,44000
7028,2019,57000
7029,2017,43500
7030,2019,25000
7031,2019,24500
7032,2019,42000
7033,2019,26500
7034,2019,22800
7035,2019,25000
7036,2019,22400
7037,2017,19000
7038,2019,20000
7039,2019,28000
7040,2018,25000
7041,2019,28200
7042,2016,18850
7043,2020,25729
7044,2019,24648
7045,2019,35699
7046,2019,36349
7047,2019,55500
7048,2019,24799
7049,2019,20000
7050,2019,47499
7051,2019,47789
7052,2017,27799
7053,2019,22999
7054,2015,32249
7055,2015,18399
7056,2019,26099
7057,2019,19799
7058,2019,19799
7059,2019,25549
7060,2019,25699
7061,2019,26399
7062,2019,31399
7063,2019,23549
7064,2019,35699
7065,2019,47300
7066,2019,25500
7067,2016,30500
7068,2019,37000
7069,2019,32000
7070,2019,32500
7071,2019,31400
7072,2019,32500
7073,2020,27500
7074,2019,35000
7075,2019,31400
7076,2020,59000
7077,2020,22200
7078,2017,18510
7079,2019,31200
7080,2019,37000
7081,2019,35495
7082,2019,31500
7083,2019,25299
7084,2019,25399
7085,2019,20849
7086,2019,23149
7087,2019,36699
7088,2019,25699
7089,2017,21599
7090,2019,28499
7091,2016,27899
7092,2017,22099
7093,2017,20799
7094,2018,48799
7095,2017,21099
7096,2019,30149
7097,2019,33199
7098,2019,26799
7099,2019,25199
7100,2019,32499
7101,2019,35199
7102,2019,49399
7103,2019,25199
7104,2019,22899
7105,2019,27699
7106,2019,30999
7107,2019,34500
7108,2019,44000
7109,2019,33350
7110,2019,24000
7111,2019,25000
7112,2019,36000
7113,2019,67000
7114,2019,25500
7115,2017,20310
7116,2020,26000
7117,2019,32500
7118,2019,20449
7119,2019,30299
7120,2019,29799
7121,2019,20299
7122,2019,20249
7123,2017,19799
7124,2019,31899
7125,2019,31499
7126,2019,35199
7127,2019,55499
7128,2019,95099
7129,2019,27699
7130,2019,39999
7131,2019,26799
7132,2019,24999
7133,2019,32549
7134,2019,115359
7135,2019,86699
7136,2019,39129
7137,2019,74319
7138,2019,32749
7139,2019,24669
7140,2019,25399
7141,2019,22799
7142,2019,26899
7143,2019,30799
7144,2019,23599
7145,2019,25599
7146,2019,47789
7147,2019,29849
7148,2019,29099
7149,2019,23899
7150,2018,23249
7151,2018,22899
7152,2019,22299
7153,2016,18699
7154,2020,25879
7155,2020,25879
7156,2016,17999
7157,2019,20999
7158,2019,26999
7159,2019,29799
7160,2019,25349
7161,2019,20699
7162,2016,16499
7163,2020,48879
7164,2018,18799
7165,2019,26049
7166,2016,18449
7167,2017,14149
7168,2016,15549
7169,2018,34499
7170,2017,21299
7171,2019,24999
7172,2019,31199
7173,2019,20149
7174,2019,48499
7175,2019,21599
7176,2019,24799
7177,2019,26199
7178,2017,29249
7179,2019,20449
7180,2019,28249
7181,2020,25879
7182,2019,30499
7183,2017,19699
7184,2019,31699
7185,2019,24699
7186,2019,25549
7187,2019,24799
7188,2019,25199
7189,2019,25949
7190,2019,22799
7191,2019,19899
7192,2018,22549
7193,2019,23299
7194,2019,19849
7195,2019,24999
7196,2019,25649
7197,2019,25149
7198,2019,26049
7199,2019,29249
7200,2019,32949
7201,2019,35349
7202,2018,19399
7203,2019,23338
7204,2014,11999
7205,2019,19499
7206,2018,24399
7207,2017,16599
7208,2016,20999
7209,2019,25399
7210,2019,20799
7211,2019,20299
7212,2019,20699
7213,2019,25199
7214,2019,41999
7215,2019,22299
7216,2019,43999
7217,2019,34099
7218,2017,13599
7219,2019,22699
7220,2014,14999
7221,2017,18749
7222,2019,75099
7223,2016,19349
7224,2018,16699
7225,2017,19999
7226,2017,37199
7227,2019,26299
7228,2017,14999
7229,2019,19999
7230,2019,25899
7231,2017,13999
7232,2019,29399
7233,2019,22799
7234,2019,22799
7235,2019,22799
7236,2019,25299
7237,2019,24799
7238,2019,36599
7239,2019,33699
7240,2019,46899
7241,2019,49499
7242,2019,30599
7243,2020,25479
7244,2020,25879
7245,2020,25879
7246,2020,25879
7247,2020,25879
7248,2020,25879
7249,2019,22199
7250,2020,25879
7251,2019,53999
7252,2020,25729
7253,2019,24699
7254,2018,60799
7255,2019,35499
7256,2019,35099
7257,2019,55599
7258,2019,57799
7259,2019,31899
7260,2019,35299
7261,2019,32399
7262,2019,29699
7263,2019,34899
7264,2019,33399
7265,2019,42399
7266,2019,66699
7267,2019,56499
7268,2019,50299
7269,2019,32599
7270,2019,34299
7271,2019,31609
7272,2019,22699
7273,2019,45799
7274,2018,59899
7275,2019,32919
7276,2019,24669
7277,2019,31779
7278,2017,20749
7279,2018,24499
7280,2019,22899
7281,2019,54999
7282,2019,24099
7283,2019,25799
7284,2019,23399
7285,2019,25099
7286,2019,26099
7287,2019,32199
7288,2019,30599
7289,2019,54999
7290,2019,25899
7291,2019,26099
7292,2019,42599
7293,2019,24999
7294,2019,29699
7295,2019,29899
7296,2019,25699
7297,2017,19199
7298,2018,23199
7299,2018,28499
7300,2019,24399
7301,2018,21999
7302,2019,22199
7303,2019,34499
7304,2018,34799
7305,2019,42599
7306,2019,43519
7307,2019,32069
7308,2019,30759
7309,2019,38899
7310,2019,25899
7311,2019,25299
7312,2019,90759
7313,2019,22399
7314,2019,22899
7315,2019,38899
7316,2018,20899
7317,2019,31249
7318,2018,30699
7319,2019,29299
7320,2019,24399
7321,2019,44099
7322,2019,30899
7323,2016,20299
7324,2019,23999
7325,2019,71199
7326,2019,58799
7327,2019,62199
7328,2019,22599
7329,2019,26199
7330,2019,34099
7331,2019,33699
7332,2019,36999
7333,2019,30799
7334,2019,27299
7335,2019,31199
7336,2019,49899
7337,2019,32399
7338,2019,26099
7339,2019,38289
7340,2019,33719
7341,2019,40999
7342,2019,24699
7343,2020,29490
7344,2020,29490
7345,2019,27499
7346,2018,22549
7347,2019,26399
7348,2019,24299
7349,2019,23299
7350,2019,21599
7351,2019,29099
7352,2019,35149
7353,2019,23799
7354,2018,27449
7355,2018,22599
7356,2019,20899
7357,2019,31899
7358,2019,43999
7359,2019,24299
7360,2019,25899
7361,2019,21299
7362,2019,23199
7363,2019,49990
7364,2019,38990
7365,2019,39790
7366,2019,25799
7367,2019,29790
7368,2019,26014
7369,2019,25777
7370,2019,52700
7371,2019,44490
7372,2019,25185
7373,2017,14990
7374,2018,18500
7375,2019,27588
7376,2017,24000
7377,2019,30000
7378,2017,17490
7379,2019,54000
7380,2019,52000
7381,2019,24890
7382,2020,25729
7383,2020,25729
7384,2016,15999
7385,2017,28999
7386,2019,38799
7387,2019,36199
7388,2019,24749
7389,2019,19499
7390,2019,23199
7391,2019,26099
7392,2019,28470
7393,2019,23000
7394,2019,37500
7395,2019,48745
7396,2019,34290
7397,2018,26000
7398,2019,21250
7399,2017,25490
7400,2019,26490
7401,2019,22000
7402,2019,25290
7403,2017,17890
7404,2019,48000
7405,2019,38000
7406,2019,29427
7407,2019,48599
7408,2019,26699
7409,2019,33799
7410,2019,29499
7411,2016,24862
7412,2019,38399
7413,2019,30499
7414,2019,33099
7415,2019,28589
7416,2014,10950
7417,2019,29900
7418,2019,23500
7419,2019,25900
7420,2017,31000
7421,2017,16000
7422,2019,51290
7423,2017,19290
7424,2019,21290
7425,2019,24000
7426,2019,22000
7427,2019,29350
7428,2019,49990
7429,2019,29000
7430,2019,30200
7431,2019,30132
7432,2019,36390
7433,2019,36490
7434,2019,36490
7435,2018,28790
7436,2019,27690
7437,2020,33800
7438,2020,27790
7439,2020,29990
7440,2018,24790
7441,2020,33990
7442,2020,26500
7443,2020,26400
7444,2019,36490
7445,2015,15991
7446,2017,20392
7447,2014,16872
7448,2017,14990
7449,2019,20500
7450,2019,31499
7451,2019,29799
7452,2019,29399
7453,2018,22949
7454,2019,43199
7455,2018,31199
7456,2016,20890
7457,2019,31490
7458,2019,31490
7459,2019,26799
7460,2019,26799
7461,2014,16799
7462,2019,42729
7463,2019,32069
7464,2017,22299
7465,2019,22889
7466,2019,30599
7467,2019,28799
7468,2019,39499
7469,2019,32299
7470,2015,32249
7471,2019,52779
7472,2019,57399
7473,2019,22699
7474,2019,25899
7475,2019,22499
7476,2019,30599
7477,2014,16349
7478,2018,50799
7479,2019,27349
7480,2019,22999
7481,2019,37199
7482,2019,29549
7483,2019,47789
7484,2019,29999
7485,2019,29399
7486,2018,25999
7487,2018,25949
7488,2019,35949
7489,2019,26899
7490,2019,30399
7491,2019,26399
7492,2016,22799
7493,2019,48099
7494,2019,26099
7495,2019,24799
7496,2019,21999
7497,2019,26599
7498,2019,24699
7499,2017,67699
7500,2017,16899
7501,2017,15999
7502,2019,30099
7503,2019,49699
7504,2019,23999
7505,2019,30299
7506,2019,25299
7507,2019,49499
7508,2019,30099
7509,2019,32429
7510,2019,29299
7511,2019,34999
7512,2019,54599
7513,2019,55199
7514,2019,33599
7515,2019,74199
7516,2019,33599
7517,2019,31999
7518,2017,75089
7519,2019,25599
7520,2019,27299
7521,2019,27299
7522,2019,26599
7523,2019,24999
7524,2019,28099
7525,2019,24599
7526,2019,22899
7527,2019,48399
7528,2019,24899
7529,2014,14299
7530,2019,28699
7531,2019,25389
7532,2019,25389
7533,2018,26399
7534,2018,20899
7535,2019,24389
7536,2019,37999
7537,2019,26899
7538,2019,49299
7539,2019,25639
7540,2019,24519
7541,2019,24999
7542,2019,43649
7543,2016,15599
7544,2015,17399
7545,2017,40899
7546,2017,24999
7547,2019,22699
7548,2019,28299
7549,2019,29399
7550,2017,20199
7551,2019,32049
7552,2018,23149
7553,2019,21299
7554,2019,22199
7555,2019,28999
7556,2019,24749
7557,2019,20999
7558,2018,18899
7559,2017,18699
7560,2016,20049
7561,2019,23979
7562,2019,26999
7563,2019,56499
7564,2019,34579
7565,2019,25149
7566,2019,24519
7567,2016,18799
7568,2015,17199
7569,2017,24299
7570,2018,16299
7571,2017,30599
7572,2020,47459
7573,2016,13000
7574,2015,22986
7575,2019,20888
7576,2017,21149
7577,2019,24449
7578,2017,16249
7579,2019,25349
7580,2019,30149
7581,2018,25749
7582,2019,41099
7583,2019,30749
7584,2019,26299
7585,2019,26149
7586,2016,12699
7587,2019,22969
7588,2019,26099
7589,2017,57999
7590,2014,15999
7591,2018,23599
7592,2019,36500
7593,2019,34500
7594,2019,26100
7595,2019,46500
7596,2019,41000
7597,2019,31450
7598,2019,25300
7599,2019,36800
7600,2019,40000
7601,2020,25879
7602,2018,25299
7603,2018,31994
7604,2018,39000
7605,2016,17500
7606,2016,19999
7607,2020,22559
7608,2019,37189
7609,2019,23979
7610,2017,13849
7611,2019,43499
7612,2019,19899
7613,2019,19849
7614,2019,21099
7615,2019,25399
7616,2019,26599
7617,2019,25449
7618,2020,25600
7619,2020,26000
7620,2019,25000
7621,2019,36000
7622,2019,37000
7623,2019,29000
7624,2019,25699
7625,2019,22699
7626,2019,21549
7627,2019,24749
7628,2019,20149
7629,2019,20299
7630,2019,29949
7631,2019,20449
7632,2019,25549
7633,2019,35000
7634,2019,36000
7635,2019,31500
7636,2019,27500
7637,2019,40000
7638,2019,47390
7639,2019,49000
7640,2016,17400
7641,2019,26000
7642,2019,50700
7643,2017,24000
7644,2014,16450
7645,2017,19750
7646,2019,68000
7647,2020,24729
7648,2018,15999
7649,2019,25599
7650,2019,24600
7651,2019,25500
7652,2019,24700
7653,2018,32750
7654,2019,18949
7655,2019,23500
7656,2019,33700
7657,2019,28300
7658,2019,28000
7659,2019,28800
7660,2019,29000
7661,2020,25000
7662,2020,26000
7663,2020,25000
7664,2020,26000
7665,2018,20000
7666,2016,21600
7667,2019,23500
7668,2019,42000
7669,2019,27750
7670,2019,29999
7671,2019,45699
7672,2019,30299
7673,2017,23499
7674,2020,25879
7675,2020,25879
7676,2020,25879
7677,2018,22000
7678,2019,20000
7679,2019,24500
7680,2016,22000
7681,2018,41000
7682,2019,30300
7683,2019,26400
7684,2019,20349
7685,2019,25949
7686,2019,25499
7687,2019,25799
7688,2019,20999
7689,2019,32249
7690,2019,26499
7691,2019,28499
7692,2019,19099
7693,2019,23700
7694,2018,15000
7695,2019,31500
7696,2019,56000
7697,2017,19350
7698,2019,30000
7699,2019,28000
7700,2016,17000
7701,2019,23000
7702,2019,24000
7703,2019,24059
7704,2019,23879
7705,2019,23879
7706,2019,23499
7707,2018,58099
7708,2019,29199
7709,2019,22899
7710,2019,23299
7711,2019,29199
7712,2019,34299
7713,2019,25399
7714,2019,66599
7715,2019,31899
7716,2019,45199
7717,2019,46199
7718,2019,26699
7719,2019,43099
7720,2019,24599
7721,2019,29399
7722,2019,33599
7723,2016,15899
7724,2019,19599
7725,2019,35899
7726,2019,49549
7727,2019,25199
7728,2019,47899
7729,2016,29189
7730,2019,31399
7731,2019,60859
7732,2019,25469
7733,2019,69399
7734,2019,33499
7735,2019,37399
7736,2019,66099
7737,2019,24999
7738,2019,25699
7739,2019,31599
7740,2018,43899
7741,2019,29899
7742,2019,33199
7743,2017,21599
7744,2017,19699
7745,2017,14299
7746,2019,33449
7747,2016,30399
7748,2016,19849
7749,2019,25799
7750,2018,23199
7751,2019,22099
7752,2019,22499
7753,2017,20299
7754,2019,30799
7755,2019,27949
7756,2019,24299
7757,2019,21599
7758,2019,30699
7759,2019,46949
7760,2019,25899
7761,2019,25999
7762,2019,26399
7763,2019,27499
7764,2019,50299
7765,2019,34579
7766,2019,35539
7767,2019,34499
7768,2019,29289
7769,2016,36399
7770,2017,29449
7771,2019,32899
7772,2019,33299
7773,2019,34099
7774,2019,30499
7775,2019,50899
7776,2019,45499
7777,2019,26599
7778,2017,25999
7779,2019,22099
7780,2019,28589
7781,2019,23399
7782,2019,26589
7783,2019,37699
7784,2019,41799
7785,2019,37899
7786,2019,28949
7787,2019,25699
7788,2019,20149
7789,2019,19899
7790,2019,25799
7791,2019,24549
7792,2019,24399
7793,2019,17499
7794,2019,24399
7795,2019,27399
7796,2020,24889
7797,2020,39309
7798,2017,20124
7799,2017,16924
7800,2017,14124
7801,2016,19124
7802,2017,28624
7803,2020,24995
7804,2017,15824
7805,2018,48899
7806,2017,20349
7807,2019,41949
7808,2017,23899
7809,2016,13799
7810,2019,32099
7811,2019,41429
7812,2019,24749
7813,2019,23249
7814,2019,29199
7815,2019,34449
7816,2019,20449
7817,2020,25879
7818,2020,51379
7819,2020,39989
7820,2020,26029
7821,2020,55489
7822,2015,16299
7823,2019,25449
7824,2019,23949
7825,2019,22699
7826,2019,19849
7827,2019,29549
7828,2019,109445
7829,2019,30995
7830,2019,46995
7831,2019,47995
7832,2019,49995
7833,2019,44995
7834,2019,57995
7835,2019,54885
7836,2019,46624
7837,2019,54524
7838,2019,29995
7839,2018,28374
7840,2017,19124
7841,2016,31695
7842,2016,31995
7843,2016,22624
7844,2018,80124
7845,2016,23924
7846,2018,27974
7847,2018,59124
7848,2019,24724
7849,2018,28124
7850,2019,60124
7851,2019,31995
7852,2019,30995
7853,2019,29995
7854,2019,29995
7855,2019,29995
7856,2019,28995
7857,2019,28491
7858,2014,14491
7859,2017,42991
7860,2016,35991
7861,2019,20495
7862,2016,16695
7863,2015,14490
7864,2018,135124
7865,2019,19424
7866,2020,49995
7867,2020,24495
7868,2020,37995
7869,2020,39995
7870,2020,44995
7871,2020,25495
7872,2020,22495
7873,2017,28124
7874,2019,34995
7875,2019,47995
7876,2016,23991
7877,2018,39991
7878,2019,27495
7879,2019,25599
7880,2019,24999
7881,2019,24999
7882,2019,24999
7883,2019,24999
7884,2019,24999
7885,2019,59899
7886,2019,24799
7887,2016,20449
7888,2018,22991
7889,2018,49995
7890,2018,24991
7891,2019,26995
7892,2016,17491
7893,2018,25495
7894,2019,41995
7895,2019,20950
7896,2019,20950
7897,2015,18000
7898,2016,17650
7899,2014,12900
7900,2015,15250
7901,2018,15495
7902,2014,10995
7903,2019,32500
7904,2016,18449
7905,2019,32749
7906,2018,27579
7907,2018,44738
7908,2019,25300
7909,2019,31000
7910,2017,20700
7911,2019,31500
7912,2019,31500
7913,2018,19995
7914,2018,22495
7915,2020,29495
7916,2019,35500
7917,2019,39500
7918,2019,56000
7919,2019,56000
7920,2019,31750
7921,2015,19495
7922,2015,17495
7923,2016,24995
7924,2017,15995
7925,2017,39991
7926,2019,31991
7927,2019,29950
7928,2019,29500
7929,2019,38500
7930,2019,35000
7931,2019,35800
7932,2017,21400
7933,2018,17000
7934,2019,30000
7935,2019,28000
7936,2019,22700
7937,2017,30000
7938,2017,16000
7939,2017,23000
7940,2019,23500
7941,2019,28500
7942,2019,21750
7943,2016,19999
7944,2017,18999
7945,2019,19749
7946,2017,36000
7947,2020,48000
7948,2019,30500
7949,2019,30500
7950,2019,47750
7951,2019,26299
7952,2018,24199
7953,2018,17649
7954,2019,25449
7955,2019,25799
7956,2019,34099
7957,2019,32499
7958,2017,29338
7959,2019,23499
7960,2017,19699
7961,2019,33599
7962,2019,31099
7963,2019,27299
7964,2019,30799
7965,2019,22699
7966,2019,22599
7967,2019,22699
7968,2019,24599
7969,2019,52799
7970,2019,29699
7971,2019,28499
7972,2019,62799
7973,2019,22299
7974,2019,26699
7975,2019,25700
7976,2019,28400
7977,2018,22000
7978,2018,36500
7979,2019,28359
7980,2019,41400
7981,2019,39900
7982,2019,39000
7983,2019,51000
7984,2019,46500
7985,2019,53750
7986,2016,17500
7987,2019,19849
7988,2019,19799
7989,2019,31299
7990,2019,25349
7991,2016,26789
7992,2017,29499
7993,2019,37250
7994,2019,28700
7995,2019,28000
7996,2020,30500
7997,2020,26500
7998,2020,44000
7999,2020,30500
8000,2020,30500
8001,2020,39999
8002,2020,41500
8003,2019,49499
8004,2019,25799
8005,2019,25899
8006,2019,23399
8007,2015,17999
8008,2019,35499
8009,2019,37699
8010,2019,43799
8011,2019,30899
8012,2019,30199
8013,2019,61899
8014,2019,26299
8015,2019,31609
8016,2019,55299
8017,2019,25599
8018,2019,29299
8019,2019,23399
8020,2019,26699
8021,2019,26999
8022,2019,30299
8023,2019,26299
8024,2019,79799
8025,2019,67699
8026,2019,22899
8027,2019,26099
8028,2019,28799
8029,2019,35399
8030,2019,33599
8031,2019,46299
8032,2018,26199
8033,2018,19599
8034,2019,23289
8035,2019,25399
8036,2019,24849
8037,2019,24789
8038,2019,39999
8039,2019,39299
8040,2019,25199
8041,2018,17699
8042,2018,26899
8043,2018,23399
8044,2018,28749
8045,2019,21099
8046,2017,21399
8047,2019,24849
8048,2019,33299
8049,2018,27299
8050,2017,28999
8051,2019,25099
8052,2019,27199
8053,2019,23499
8054,2019,23399
8055,2019,23799
8056,2019,26799
8057,2019,26399
8058,2019,31199
8059,2019,38899
8060,2019,23969
8061,2019,23589
8062,2019,27799
8063,2019,26099
8064,2019,35599
8065,2019,26589
8066,2019,22999
8067,2019,25399
8068,2019,39599
8069,2019,20749
8070,2019,22399
8071,2018,23199
8072,2019,31529
8073,2019,67109
8074,2019,26089
8075,2019,35049
8076,2019,49229
8077,2019,38289
8078,2019,32289
8079,2019,32069
8080,2019,32069
8081,2019,26299
8082,2019,24999
8083,2018,64999
8084,2017,23599
8085,2018,29499
8086,2018,57899
8087,2018,47099
8088,2019,26289
8089,2017,25599
8090,2016,22299
8091,2016,33889
8092,2017,22449
8093,2016,14499
8094,2016,17299
8095,2016,17999
8096,2017,19999
8097,2019,39999
8098,2016,19699
8099,2017,21199
8100,2019,25999
8101,2019,26599
8102,2019,29349
8103,2019,26349
8104,2019,42099
8105,2019,25849
8106,2019,35699
8107,2019,24149
8108,2019,25349
8109,2019,23999
8110,2019,29849
8111,2019,21349
8112,2019,31609
8113,2016,15999
8114,2019,25399
8115,2019,28879
8116,2019,25699
8117,2019,34919
8118,2018,18749
8119,2017,17999
8120,2019,20449
8121,2019,28999
8122,2018,25699
8123,2019,19799
8124,2019,25499
8125,2019,26049
8126,2017,14999
8127,2019,22099
8128,2018,23299
8129,2019,24519
8130,2019,24999
8131,2018,28199
8132,2019,30349
8133,2019,23099
8134,2019,21549
8135,2016,17849
8136,2017,19299
8137,2019,24999
8138,2017,22399
8139,2017,22299
8140,2019,21899
8141,2019,60099
8142,2019,36999
8143,2019,33789
8144,2019,44159
8145,2019,24999
8146,2019,24999
8147,2015,17749
8148,2017,18999
8149,2019,33299
8150,2019,40349
8151,2015,36499
8152,2019,24999
8153,2018,35299
8154,2017,21699
8155,2019,42649
8156,2019,25149
8157,2019,32199
8158,2019,24999
8159,2019,32499
8160,2019,24849
8161,2019,24849
8162,2018,20389
8163,2019,23049
8164,2019,22339
8165,2019,23399
8166,2019,25399
8167,2019,23499
8168,2019,25299
8169,2019,23499
8170,2019,31299
8171,2019,36589
8172,2019,27249
8173,2019,26899
8174,2019,46199
8175,2019,23879
8176,2019,23979
8177,2019,23979
8178,2019,29099
8179,2019,26089
8180,2019,34579
8181,2019,66899
8182,2019,24999
8183,2018,23799
8184,2019,31699
8185,2019,30799
8186,2019,31199
8187,2019,34799
8188,2019,68399
8189,2019,54599
8190,2019,60099
8191,2019,22339
8192,2019,24399
8193,2019,24399
8194,2019,20799
8195,2019,30499
8196,2019,20399
8197,2019,20449
8198,2019,28499
8199,2019,20299
8200,2019,20349
8201,2019,25999
8202,2019,23509
8203,2019,22569
8204,2019,24999
8205,2019,24999
8206,2019,24999
8207,2019,24649
8208,2019,24059
8209,2019,20859
8210,2019,38509
8211,2019,31519
8212,2016,14399
8213,2017,14649
8214,2018,18399
8215,2016,13049
8216,2017,19449
8217,2017,20349
8218,2018,32849
8219,2017,21599
8220,2017,22199
8221,2019,23979
8222,2019,30849
8223,2019,43099
8224,2019,46999
8225,2019,26799
8226,2019,59999
8227,2019,78399
8228,2019,28199
8229,2019,27499
8230,2019,25399
8231,2019,27299
8232,2018,26799
8233,2020,36209
8234,2017,14549
8235,2020,30389
8236,2020,26519
8237,2020,41239
8238,2020,61489
8239,2020,26049
8240,2020,27779
8241,2019,25999
8242,2019,29549
8243,2019,26699
8244,2020,40179
8245,2019,41519
8246,2019,31609
8247,2019,32069
8248,2019,30919
8249,2019,25799
8250,2016,38349
8251,2017,21699
8252,2019,49499
8253,2019,49669
8254,2019,24799
8255,2019,25899
8256,2019,22999
8257,2019,37599
8258,2019,37999
8259,2019,26399
8260,2019,41499
8261,2019,25599
8262,2019,20399
8263,2019,22699
8264,2019,20799
8265,2016,24799
8266,2019,27199
8267,2017,21299
8268,2019,20699
8269,2018,21399
8270,2017,23699
8271,2018,21449
8272,2017,23599
8273,2017,21399
8274,2019,32499
8275,2019,24299
8276,2019,25999
8277,2018,26189
8278,2019,29799
8279,2019,29099
8280,2019,22499
8281,2019,22899
8282,2019,21999
8283,2019,32599
8284,2019,26899
8285,2019,63099
8286,2019,27299
8287,2019,25999
8288,2019,31499
8289,2019,26699
8290,2019,26699
8291,2019,26299
8292,2017,27199
8293,2019,23899
8294,2016,21749
8295,2018,22999
8296,2017,20099
8297,2019,28599
8298,2019,39599
8299,2019,40899
8300,2019,50899
8301,2019,47599
8302,2017,39699
8303,2016,28999
8304,2019,22599
8305,2019,20499
8306,2016,18149
8307,2020,36809
8308,2020,30389
8309,2016,25499
8310,2017,18299
8311,2017,21199
8312,2018,19589
8313,2019,30149
8314,2018,29199
8315,2019,19699
8316,2019,26099
8317,2019,37999
8318,2019,21799
8319,2019,25899
8320,2019,25999
8321,2019,34899
8322,2017,34999
8323,2018,27099
8324,2017,15789
8325,2017,25999
8326,2016,18999
8327,2017,15999
8328,2016,14499
8329,2016,14999
8330,2016,19799
8331,2019,19999
8332,2019,26399
8333,2019,28999
8334,2019,21899
8335,2019,33149
8336,2019,25299
8337,2019,24749
8338,2019,20299
8339,2019,25499
8340,2019,20399
8341,2019,22199
8342,2019,29349
8343,2019,31999
8344,2019,20299
8345,2019,26949
8346,2019,24999
8347,2019,33719
8348,2016,19799
8349,2016,21999
8350,2020,41729
8351,2020,25879
8352,2020,25879
8353,2019,25749
8354,2019,25749
8355,2019,19549
8356,2016,17149
8357,2018,28849
8358,2019,42049
8359,2019,23509
8360,2018,41699
8361,2016,19799
8362,2019,29699
8363,2020,25879
8364,2020,25879
8365,2020,25879
8366,2017,22999
8367,2020,60899
8368,2018,29999
8369,2020,25879
8370,2020,25879
8371,2020,25879
8372,2020,25879
8373,2020,25879
8374,2020,24409
8375,2020,25879
8376,2019,22999
8377,2019,42999
